Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
466,Subcompacts,Yellow,6,Honda,20000 to 29000,1,Married,SA,insurance sales agent,L,0,side swipe,Driving drunk,No,Urban,Icy pavement,25/07/2016,16/11/2011,0,2,$730.00,$511.00,more than 30,none,no change,All Perils,4,1
467,SUV,Green,4,Mazda,20000 to 29000,0,Married,SA,marketing manager,L,1,collision with stationary vehicle,Distracted driving,No,Urban,Icy pavement,12/09/2013,17/07/2010,0,3,"$5,083.00","$4,574.70",more than 30,2 to 4,no change,Liability,2,0
468,SUV,Black,15,Honda,20000 to 29000,1,Single,VIC,marketing manager,L,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,19/05/2015,7/06/2019,0,4,$772.00,$540.40,more than 30,none,no change,Collision,3,1
469,Subcompacts,Green,15,Accura,more than 69000,0,Single,VIC,student,O,0,nose-to-tail,Distracted driving,Yes,Urban,Rain,24/11/2018,17/11/2018,0,4,"$4,303.00","$3,442.40",more than 30,2 to 4,no change,All Perils,2,0
470,SUV,Blue,3,Ford,less than 20000,0,Married,NSW,college professor,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,20/07/2010,23/07/2014,0,0,$727.00,$508.90,more than 30,2 to 4,no change,All Perils,4,0
471,MPV,Green,7,Mazda,20000 to 29000,0,Married,NSW,physical therapists,O,0,side swipe,Speeding,Yes,Urban,Icy pavement,20/01/2020,12/05/2016,0,0,"$3,478.00","$2,782.40",more than 30,more than 4,no change,Liability,3,1
472,SUV,White,7,Pontiac,20000 to 29000,0,Married,QLD,college professor,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,6/01/2015,10/10/2016,0,1,"$5,463.00","$4,916.70",more than 30,2 to 4,no change,Liability,4,0
473,Subcompacts,Yellow,1,Chevrolet,more than 69000,0,Single,SA,flight attendant,O,0,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,6/10/2017,11/10/2010,1,4,"$3,200.00","$2,560.00",more than 30,2 to 4,no change,All Perils,1,0
474,compacts,Red,2,Toyota,20000 to 29000,0,Married,NT,dentists,O,1,nose-to-tail,Distracted driving,No,Urban,Rain,1/03/2013,10/10/2020,0,0,"$5,648.00","$5,083.20",more than 30,2 to 4,no change,All Perils,3,1
475,SUV,White,1,Mazda,30000 to 39000,0,Married,QLD,flight attendant,O,0,nose-to-tail,Driving drunk,Yes,Urban,Icy pavement,20/09/2018,15/01/2019,0,0,"$2,277.00","$1,821.60",more than 30,2 to 4,no change,Liability,3,1
476,compacts,Blue,9,Ford,40000 to 59000,1,Married,NSW,dentists,O,1,nose-to-tail,Speeding,Yes,Urban,Fog,13/06/2016,1/10/2019,0,0,$685.00,$479.50,more than 30,2 to 4,no change,Collision,4,0
477,Subcompacts,Black,14,Pontiac,20000 to 29000,0,Married,VIC,flight attendant,O,1,nose-to-tail,Speeding,Yes,Urban,Fog,19/07/2017,21/09/2019,0,4,"$2,970.00","$2,376.00",more than 30,2 to 4,no change,Collision,3,1
478,SUV,Blue,3,Ford,40000 to 59000,0,Single,VIC,office clerks,O,1,side swipe,Distracted driving,Yes,Urban,Rain,24/03/2020,6/12/2017,0,3,"$3,869.00","$3,095.20",more than 30,2 to 4,no change,All Perils,3,1
479,compacts,Red,9,Mazda,30000 to 39000,1,Married,ACT,college professor,O,0,side swipe,Driving tired,No,Urban,Wet pavement,14/10/2010,12/02/2010,0,4,"$3,332.00","$2,665.60",more than 30,more than 4,no change,Liability,3,1
480,SUV,Grey,0,Pontiac,30000 to 39000,1,Married,ACT,marketing manager,O,1,nose-to-tail,Distracted driving,No,Urban,Icy pavement,13/12/2018,16/07/2012,0,1,"$6,363.00","$5,726.70",more than 30,2 to 4,no change,Collision,3,0
481,City-cars,White,11,Pontiac,30000 to 39000,1,Married,QLD,lawyer,O,0,nose-to-tail,Driving through red lights,Yes,Rural,Snow/Sleet,21/06/2013,18/07/2020,0,2,"$6,919.00","$6,227.10",more than 30,2 to 4,no change,Collision,1,0
482,compacts,Grey,6,VW,40000 to 59000,0,Married,NT,office clerks,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Wet pavement,11/05/2012,18/01/2016,0,3,"$1,766.00","$1,236.20",more than 30,1,no change,Collision,1,0
483,Subcompacts,Black,7,Pontiac,30000 to 39000,0,Married,SA,lawyer,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,19/02/2020,17/12/2015,0,4,"$5,183.00","$4,664.70",more than 30,none,no change,All Perils,1,0
484,Midsize,Yellow,8,Chevrolet,30000 to 39000,1,Married,NSW,office clerks,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Snow/Slushy pavement,12/12/2012,5/10/2016,0,2,"$3,964.00","$3,171.20",more than 30,none,4 to 8 years,Liability,3,0
485,SUV,White,15,Pontiac,20000 to 29000,1,Married,ACT,insurance sales agent,O,1,nose-to-tail,Poorly designed roads/intersections,No,Urban,Icy pavement,31/07/2020,6/05/2012,0,0,"$5,271.00","$4,743.90",more than 30,none,no change,Collision,1,0
486,SUV,Red,6,Chevrolet,40000 to 59000,0,Married,WA,dentists,O,1,nose-to-tail,Tailgating/aggressive driving,No,Rural,Snow/Slushy pavement,9/06/2011,21/05/2018,0,2,"$1,488.00","$1,041.60",more than 30,2 to 4,no change,All Perils,4,1
487,Subcompacts,Red,10,Pontiac,less than 20000,0,Married,WA,web developer,O,1,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Snow/Sleet,1/07/2011,19/05/2011,0,3,"$5,790.00","$5,211.00",more than 30,1,no change,All Perils,3,0
488,SUV,Red,12,Toyota,30000 to 39000,1,Single,QLD,Security guards,O,0,side swipe,Distracted driving,Yes,Rural,Snow/Slushy pavement,7/04/2011,2/04/2010,0,0,"$2,148.00","$1,718.40",more than 30,1,no change,Collision,2,1
489,Subcompacts,Yellow,10,Honda,more than 69000,0,Married,TAS,Trailer Truck Drivers,O,1,side swipe,Driving through red lights,Yes,Urban,Wet pavement,21/01/2012,30/05/2017,0,0,"$4,770.00","$3,816.00",more than 30,1,no change,All Perils,4,0
490,SUV,Red,10,Accura,20000 to 29000,1,Married,ACT,information security analysts,O,1,collision with reversing,Failing to give way,Yes,Urban,Wet pavement,17/11/2014,7/07/2019,0,0,"$2,719.00","$2,175.20",more than 30,none,no change,Collision,4,1
491,compacts,Blue,7,Honda,20000 to 29000,1,Single,NSW,Cashiers,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,9/10/2011,29/09/2018,0,1,"$5,149.00","$4,634.10",more than 30,2 to 4,no change,Collision,4,1
492,SUV,Grey,9,Mazda,20000 to 29000,1,Single,WA,medical assistants,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,22/06/2010,28/02/2018,0,1,"$1,095.00",$766.50,more than 30,none,no change,Collision,3,0
493,Midsize,Green,3,Toyota,20000 to 29000,1,NA,WA,Trailer Truck Drivers,O,1,collision with reversing,Tailgating/aggressive driving,No,Urban,Wet pavement,10/07/2019,12/12/2010,0,0,"$6,605.00","$5,944.50",more than 30,2 to 4,no change,Collision,2,0
494,Midsize,Grey,10,Honda,more than 69000,1,Single,ACT,nurse,O,0,nose-to-tail,Driving through red lights,Yes,Urban,Snow/Slushy pavement,12/10/2012,15/11/2013,0,2,$459.00,$0.00,more than 30,none,no change,All Perils,4,1
495,Subcompacts,White,5,Honda,20000 to 29000,0,Married,QLD,Teacher,P1 or P2,0,collision with stationary vehicle,Speeding,Yes,Urban,Icy pavement,12/09/2015,14/11/2015,0,1,"$4,288.00","$3,430.40",more than 30,2 to 4,no change,Liability,4,1
496,SUV,Yellow,9,Honda,20000 to 29000,1,Married,ACT,dentists,O,1,collision with stationary vehicle,Driving drunk,Yes,Urban,Fog,8/08/2016,27/10/2018,0,0,"$2,928.00","$2,342.40",more than 30,2 to 4,no change,All Perils,3,1
497,SUV,Blue,2,Mazda,20000 to 29000,0,NA,QLD,web developer,O,0,side swipe,Distracted driving,Yes,Rural,Wet pavement,23/03/2012,23/09/2018,0,4,"$4,473.00","$3,578.40",more than 30,more than 4,no change,Liability,4,1
498,City-cars,Grey,13,Mazda,30000 to 39000,1,Married,TAS,Accountants,O,1,side swipe,Tailgating/aggressive driving,No,Urban,Rain,30/09/2013,7/12/2017,1,0,"$3,987.00","$3,189.60",more than 30,2 to 4,no change,Collision,4,1
499,Midsize,Green,6,Pontiac,less than 20000,0,Married,SA,nurse,O,1,collision with an animal,Speeding,Yes,Urban,Snow/Slushy pavement,3/04/2012,18/12/2015,0,0,"$6,931.00","$6,237.90",more than 30,1,no change,Collision,3,0
500,compacts,Green,1,Mazda,20000 to 29000,1,Married,NT,dentists,O,0,collision with stationary vehicle,Driving drunk,Yes,Urban,Rain,27/07/2017,23/10/2014,0,2,"$3,876.00","$3,100.80",more than 30,none,no change,Collision,1,1
501,SUV,Grey,0,Pontiac,20000 to 29000,0,Single,NSW,nurse,O,1,nose-to-tail,Speeding,No,Urban,Wet pavement,19/02/2014,19/12/2010,0,1,"$3,339.00","$2,671.20",more than 30,none,no change,Collision,1,1
502,SUV,White,1,Chevrolet,20000 to 29000,0,Married,QLD,student,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Snow/Slushy pavement,24/08/2019,13/01/2010,0,0,"$4,249.00","$3,399.20",more than 30,none,no change,Collision,3,0
503,compacts,Yellow,6,Honda,more than 69000,0,Married,QLD,Security guards,O,0,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,31/01/2015,12/06/2020,1,2,"$6,483.00","$5,834.70",more than 30,none,no change,Collision,4,1
504,SUV,Black,3,Pontiac,20000 to 29000,1,Married,ACT,college professor,O,1,side swipe,Tailgating/aggressive driving,Yes,Rural,Wet pavement,28/02/2010,29/04/2012,0,0,"$5,271.00","$4,743.90",more than 30,none,no change,All Perils,1,0
505,MPV,Green,1,Toyota,more than 69000,0,Married,TAS,Teacher,O,0,side swipe,Distracted driving,No,Urban,Snow/Slushy pavement,26/07/2018,8/06/2014,0,0,"$3,507.00","$2,805.60",more than 30,none,4 to 8 years,Collision,2,0
506,SUV,Yellow,0,Toyota,20000 to 29000,1,Single,ACT,lawyer,O,1,nose-to-tail,Tailgating/aggressive driving,No,Urban,Rain,10/05/2018,6/08/2015,1,1,"$5,625.00","$5,062.50",more than 30,1,no change,Liability,2,1
507,SUV,Green,8,Toyota,30000 to 39000,1,Single,VIC,insurance sales agent,L,0,side swipe,Distracted driving,Yes,Urban,Icy pavement,3/02/2018,14/03/2017,0,0,"$2,544.00","$2,035.20",more than 30,2 to 4,no change,Liability,1,0
508,SUV,Black,4,Toyota,less than 20000,1,Single,NT,Accountants,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Wet pavement,8/01/2018,20/12/2011,0,3,"$4,204.00","$3,363.20",more than 30,none,no change,All Perils,2,1
509,SUV,Black,13,Toyota,less than 20000,1,Married,SA,office clerks,O,1,nose-to-tail,Distracted driving,No,Rural,Snow/Sleet,20/01/2011,5/08/2020,0,3,$294.00,$0.00,more than 30,none,no change,All Perils,4,1
510,SUV,Grey,11,Ford,40000 to 59000,0,Married,NT,marketing manager,O,1,side swipe,Speeding,Yes,Rural,Rain,21/02/2020,21/02/2018,0,3,"$1,082.00",$757.40,more than 30,more than 4,no change,Liability,3,1
511,Midsize,Green,14,Toyota,20000 to 29000,0,Married,WA,Trailer Truck Drivers,O,0,collision with reversing,Driving through red lights,Yes,Urban,Snow/Sleet,21/11/2013,25/08/2018,0,3,"$2,979.00","$2,383.20",more than 30,more than 4,2 to 3 years,All Perils,2,0
512,compacts,Grey,7,Toyota,30000 to 39000,0,Single,NSW,Accountants,O,1,nose-to-tail,Driving through red lights,Yes,Urban,Rain,11/05/2020,3/12/2013,0,0,"$5,921.00","$5,328.90",more than 30,2 to 4,no change,Liability,1,1
513,Subcompacts,Grey,13,Pontiac,20000 to 29000,1,Single,NT,lawyer,O,0,nose-to-tail,Driving drunk,Yes,Rural,Wet pavement,26/11/2010,25/01/2013,1,0,"$5,710.00","$5,139.00",more than 30,2 to 4,no change,Collision,3,0
514,compacts,Blue,8,Toyota,30000 to 39000,0,Married,QLD,lawyer,O,1,side swipe,Driving drunk,Yes,Urban,Wet pavement,30/06/2014,27/05/2020,0,4,$773.00,$541.10,more than 30,more than 4,no change,Liability,4,1
515,Van,Blue,9,Honda,20000 to 29000,1,Married,ACT,Trailer Truck Drivers,O,0,collision with an animal,Speeding,No,Urban,Icy pavement,7/12/2010,14/01/2014,0,0,"$4,908.00","$3,926.40",more than 30,more than 4,no change,Liability,1,0
516,SUV,White,2,Pontiac,20000 to 29000,1,Married,VIC,office clerks,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Wet pavement,6/08/2016,24/03/2018,0,4,"$5,121.00","$4,608.90",more than 30,2 to 4,no change,All Perils,4,0
517,compacts,Green,14,Pontiac,30000 to 39000,1,Single,QLD,marketing manager,O,1,nose-to-tail,Driving drunk,No,Urban,Snow/Slushy pavement,19/05/2010,1/08/2017,0,2,"$4,461.00","$3,568.80",more than 30,2 to 4,no change,Collision,1,1
518,Subcompacts,Green,9,Pontiac,20000 to 29000,0,Married,WA,Cashiers,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Rural,Snow/Slushy pavement,29/04/2014,10/01/2013,0,0,"$5,358.00","$4,822.20",more than 30,none,no change,Collision,4,1
519,SUV,Black,4,Pontiac,20000 to 29000,0,Married,NSW,Trailer Truck Drivers,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Icy pavement,1/02/2018,18/11/2011,0,3,"$6,675.00","$6,007.50",more than 30,2 to 4,no change,Liability,3,0
520,City-cars,Black,1,Toyota,less than 20000,0,Married,ACT,insurance sales agent,O,1,nose-to-tail,Driving drunk,Yes,Rural,Fog,20/04/2014,13/06/2018,0,0,"$4,034.00","$3,227.20",more than 30,1,no change,Collision,4,0
521,compacts,Green,6,Pontiac,less than 20000,0,Single,VIC,Trailer Truck Drivers,O,1,side swipe,Driving tired,No,Urban,Snow/Slushy pavement,8/04/2014,24/03/2013,0,3,$295.00,$0.00,more than 30,none,no change,All Perils,1,1
522,SUV,Yellow,8,Honda,more than 69000,1,Married,QLD,information security analysts,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Slushy pavement,28/05/2017,18/09/2012,0,2,"$6,927.00","$6,234.30",more than 30,none,no change,Liability,2,1
523,SUV,Blue,2,Chevrolet,20000 to 29000,0,Single,ACT,student,O,0,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,17/09/2020,17/03/2014,0,4,"$5,644.00","$5,079.60",more than 30,2 to 4,no change,Liability,2,1
524,SUV,Red,9,Chevrolet,30000 to 39000,1,Single,TAS,web developer,O,0,collision with reversing,Distracted driving,Yes,Urban,Snow/Slushy pavement,31/07/2017,12/06/2013,0,4,"$1,916.00","$1,341.20",more than 30,1,no change,Collision,3,0
525,City-cars,Grey,14,Mazda,20000 to 29000,0,Married,SA,flight attendant,O,0,collision with stationary vehicle,Driving through red lights,Yes,Urban,Snow/Sleet,26/01/2014,2/08/2013,0,0,"$2,811.00","$2,248.80",more than 30,none,no change,Liability,2,0
526,compacts,Blue,13,Mazda,less than 20000,0,Married,QLD,Retails Salespersons,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,23/03/2011,21/09/2016,0,0,"$6,759.00","$6,083.10",more than 30,none,4 to 8 years,Collision,2,0
527,Van,Green,11,Honda,less than 20000,0,Married,ACT,office clerks,O,1,collision with reversing,Poorly designed roads/intersections,Yes,Urban,Snow/Slushy pavement,21/04/2018,25/02/2018,0,1,"$1,098.00",$768.60,more than 30,none,no change,Collision,1,0
528,SUV,Blue,13,Honda,20000 to 29000,1,Married,SA,Cashiers,O,0,nose-to-tail,Driving drunk,Yes,Urban,Wet pavement,17/07/2012,22/04/2014,0,3,"$1,488.00","$1,041.60",more than 30,1,no change,All Perils,1,0
529,SUV,Grey,4,Mazda,40000 to 59000,0,Married,NT,Security guards,O,0,collision with an animal,Speeding,No,Rural,Fog,27/08/2018,1/12/2020,0,4,"$6,867.00","$6,180.30",more than 30,1,no change,Collision,4,1
530,Subcompacts,Red,7,Ford,40000 to 59000,0,Single,SA,engineer,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,15/02/2020,1/03/2017,1,1,"$4,733.00","$3,786.40",more than 30,more than 4,no change,Liability,4,1
531,SUV,Green,12,Pontiac,30000 to 39000,0,Married,VIC,engineer,L,0,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,29/08/2018,13/01/2013,0,1,"$2,386.00","$1,908.80",more than 30,1,no change,Liability,4,0
532,SUV,Green,9,Toyota,20000 to 29000,0,Married,TAS,dentists,O,1,side swipe,Poorly designed roads/intersections,Yes,Urban,Snow/Slushy pavement,28/07/2010,17/01/2011,0,1,"$4,150.00","$3,320.00",more than 30,none,no change,Collision,1,1
533,SUV,Blue,10,Pontiac,20000 to 29000,0,Married,SA,college professor,O,1,nose-to-tail,Failing to give way,Yes,Urban,Rain,6/05/2015,3/02/2011,0,2,"$1,959.00","$1,371.30",more than 30,none,no change,All Perils,4,0
534,Van,Green,4,Pontiac,20000 to 29000,0,Married,SA,college professor,O,1,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,9/08/2010,16/06/2010,0,3,"$2,433.00","$1,946.40",more than 30,2 to 4,no change,Collision,3,1
535,compacts,Yellow,7,Pontiac,less than 20000,0,Married,VIC,Teacher,O,0,side swipe,Distracted driving,Yes,Urban,Rain,14/05/2015,7/05/2016,1,4,"$2,545.00","$2,036.00",more than 30,1,no change,All Perils,2,0
536,compacts,White,7,Pontiac,20000 to 29000,1,Married,NT,Security guards,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Wet pavement,6/01/2019,29/08/2020,0,1,"$5,023.00","$4,520.70",more than 30,2 to 4,no change,Collision,4,0
537,compacts,Black,15,Chevrolet,20000 to 29000,1,Married,QLD,physical therapists,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Icy pavement,21/11/2016,8/11/2020,0,0,"$6,749.00","$6,074.10",more than 30,none,no change,Collision,1,1
538,compacts,Red,6,Saab,30000 to 39000,0,Married,QLD,medical assistants,O,1,side swipe,Distracted driving,Yes,Urban,Wet pavement,29/09/2010,25/11/2018,1,1,"$5,487.00","$4,938.30",more than 30,none,no change,Collision,4,1
539,Subcompacts,Grey,10,Honda,20000 to 29000,0,Single,NSW,student,O,0,side swipe,Distracted driving,Yes,Urban,Snow/Sleet,17/09/2019,2/01/2018,0,1,"$4,119.00","$3,295.20",more than 30,none,no change,All Perils,2,0
540,Subcompacts,Yellow,6,Chevrolet,20000 to 29000,0,Married,NT,Security guards,O,0,nose-to-tail,Driving drunk,Yes,Urban,Wet pavement,9/12/2011,28/05/2018,1,0,"$6,279.00","$5,651.10",more than 30,2 to 4,no change,Collision,3,0
541,SUV,Red,7,Chevrolet,20000 to 29000,1,Married,SA,Teacher,O,0,side swipe,Driving tired,Yes,Urban,Wet pavement,18/10/2015,26/09/2015,0,0,"$1,413.00",$989.10,more than 30,1,no change,All Perils,2,0
542,Subcompacts,Black,12,Chevrolet,30000 to 39000,1,Married,TAS,Teacher,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Rain,15/09/2012,29/09/2017,0,3,"$6,931.00","$6,237.90",more than 30,2 to 4,no change,Collision,3,1
543,Midsize,Grey,4,Honda,more than 69000,0,Single,ACT,Retails Salespersons,O,0,nose-to-tail,Driving drunk,No,Urban,Icy pavement,29/12/2018,18/04/2020,0,4,"$6,315.00","$5,683.50",more than 30,none,no change,All Perils,4,0
544,Midsize,Yellow,0,Pontiac,20000 to 29000,0,Married,QLD,Accountants,O,0,side swipe,Poorly designed roads/intersections,No,Urban,Snow/Sleet,24/04/2017,3/12/2019,0,4,"$3,391.00","$2,712.80",more than 30,2 to 4,no change,Liability,4,1
545,SUV,White,14,Chevrolet,more than 69000,1,Married,NT,dentists,O,1,side swipe,Driving tired,Yes,Urban,Wet pavement,5/08/2011,28/01/2013,0,2,"$1,197.00",$837.90,more than 30,1,no change,All Perils,3,1
546,Subcompacts,Red,5,Toyota,20000 to 29000,0,Married,VIC,student,O,1,collision with reversing,Driving drunk,No,Urban,Fog,6/08/2013,28/05/2015,1,2,"$4,691.00","$3,752.80",more than 30,none,no change,Collision,2,0
547,MPV,Yellow,1,Chevrolet,30000 to 39000,1,Married,ACT,Teacher,O,0,collision with an animal,Speeding,Yes,Urban,Wet pavement,2/11/2013,1/07/2014,0,4,"$4,852.00","$3,881.60",more than 30,2 to 4,1 year,Collision,1,0
548,SUV,White,12,Toyota,less than 20000,0,Married,ACT,lawyer,P1 or P2,0,collision with reversing,Speeding,No,Urban,Snow/Slushy pavement,16/02/2019,27/07/2012,0,3,"$2,246.00","$1,796.80",more than 30,1,no change,All Perils,1,0
549,compacts,Grey,12,Toyota,30000 to 39000,1,Married,VIC,dentists,O,0,collision with reversing,Speeding,Yes,Urban,Wet pavement,9/03/2011,24/06/2011,0,3,"$4,335.00","$3,468.00",more than 30,2 to 4,no change,Liability,1,1
550,compacts,Green,9,Honda,more than 69000,1,Married,SA,Trailer Truck Drivers,O,0,nose-to-tail,Driving drunk,Yes,Urban,Icy pavement,15/06/2014,7/06/2016,0,1,"$4,243.00","$3,394.40",more than 30,none,no change,Liability,2,0
551,MPV,White,12,Chevrolet,20000 to 29000,0,NA,NT,web developer,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,28/09/2012,3/06/2019,0,4,"$3,077.00","$2,461.60",15 to 30,none,no change,All Perils,4,1
552,Subcompacts,White,4,Pontiac,20000 to 29000,0,Married,NT,insurance sales agent,O,0,nose-to-tail,Tailgating/aggressive driving,No,Rural,Snow/Slushy pavement,17/02/2011,4/08/2012,0,4,$760.00,$532.00,more than 30,2 to 4,no change,All Perils,2,1
553,Subcompacts,Black,5,VW,more than 69000,1,Married,NT,Trailer Truck Drivers,O,1,collision with stationary vehicle,Failing to give way,No,Urban,Snow/Slushy pavement,7/07/2012,26/01/2017,0,1,"$4,785.00","$3,828.00",more than 30,more than 4,no change,Liability,2,0
554,Subcompacts,Grey,2,VW,more than 69000,1,Married,SA,Security guards,O,0,nose-to-tail,Distracted driving,No,Rural,Rain,21/11/2011,7/01/2017,0,2,"$6,558.00","$5,902.20",more than 30,none,no change,All Perils,3,0
555,SUV,Grey,0,Mazda,20000 to 29000,1,Married,NT,Retails Salespersons,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Rain,9/11/2018,21/08/2016,0,0,"$4,259.00","$3,407.20",more than 30,none,no change,Collision,3,0
556,compacts,Black,6,Accura,30000 to 39000,0,Married,NT,Cashiers,O,1,side swipe,Speeding,Yes,Urban,Snow/Sleet,28/04/2011,19/02/2018,1,0,"$4,539.00","$3,631.20",more than 30,2 to 4,no change,All Perils,2,1
557,Subcompacts,Blue,6,Pontiac,20000 to 29000,0,Single,NT,Security guards,O,1,side swipe,Distracted driving,No,Urban,Snow/Sleet,10/06/2015,15/09/2014,0,3,"$5,188.00","$4,669.20",more than 30,none,no change,All Perils,3,1
